filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AVAX - USDC,,false,10626464,3295850,5472.61,76.09,1774571398
All Pools,AUSD - USDt,,false,4221621,2539121,422.28,6.72,1774571398
All Pools,AUSD - USDC,,false,3761682,6638231,376.17,2.32,1774571398
All Pools,USDt - USDC,,false,1758105,1212371,123.71,5.09,1774571398
All Pools,USDt - USDC,,false,656089,215958,54.42,9.2,1774571398
All Pools,BTC.b - USDC,,false,409411,671246,216.95,11.8,1774571398
All Pools,WBTC.e - BTC.b,,false,223892,299109,67.62,8.25,1774571398
All Pools,SolvBTC - BTC.b,,false,200206,394430,94.38,8.73,1774571398
All Pools,XAUt0 - USDt,,false,179622,119535,82,60.43,1774571398
All Pools,AVAX - BTC.b,,false,95350,586776,49.02,34.83,1774571398
All Pools,GUN - AVAX,,false,86483,221003,217.61,35.94,1774571398
All Pools,DAI.e - USDC,,false,82747,27925,24.51,32.04,1774571398
All Pools,AUSD - AVAX,,false,82078,62498,83.75,102.54,1774571398
All Pools,USDT.e - USDC,,false,51803,46476,14.64,11.5,1774571398
All Pools,AVAX - USDC,,false,41774,197669,85.08,15.71,1774571398
All Pools,USDC - XAVA,,false,39535,459735,98.84,7.85,1774571398
All Pools,sAVAX - AVAX,,false,39458,348915,3.968,1.41,1774571398
All Pools,USDC.e - USDC,,false,29919,16926,3.062,6.6,1774571398
All Pools,COQ - AVAX,,false,18555,526410,46.39,3.22,1774571398
All Pools,JOE - AVAX,,false,18036,479479,45.09,3.43,1774571398
All Pools,APIX - ID,,false,17874,23296,44.69,70.01,1774571398
All Pools,NXPC - AVAX,,false,16067,229989,40.17,6.37,1774571398
All Pools,HERESY - AVAX,,false,15763,23551,39.41,61.08,1774571398
All Pools,AVAX - CLY,,false,15400,70713,38.5,19.87,1774571398
All Pools,USDt - INFRA.e,,false,15250,24176,38.13,57.56,1774571398
All Pools,XAVA - AVAX,,false,13712,266918,111.83,15.29,1774571398
All Pools,AVAX - USDt,,false,13556,128329,27.45,7.81,1774571398
All Pools,AVAX - USDT.e,,false,13372,548699,33.43,2.22,1774571398
All Pools,AVAX - USDC,,false,13308,404590,33.27,3,1774571398
All Pools,FOLKS - AVAX,,false,13227,29639,34.38,42.34,1774571398
All Pools,MIM - AVAX,,false,13138,559072,32.84,2.14,1774571398
All Pools,EURC - USDC,,false,13003,29624,4.065,19.56,1774571398
All Pools,JOE - USDC.e,,false,12048,308767,30.12,3.56,1774571398
All Pools,USDC.e - AVAX,,false,11182,425645,27.96,2.4,1774571398
All Pools,USDC.e - USDC,,false,9986.32,3830.91,2.06,19.63,1774571398
All Pools,LCPEDU - USDt,,false,9589.63,9631199,154.2,0.58,1774571398
All Pools,ARENA - AVAX,,false,9172.99,149989,0.91736,0.22,1774571398
All Pools,WBTC - BTC.b,,false,7720.6,77849,2.316,1.09,1774571398
All Pools,AAVE.e - AVAX,,false,7583.98,318333,18.96,2.17,1774571398
All Pools,QI - AVAX,,false,6501.34,213744,16.25,2.78,1774571398
All Pools,ORNG - AVAX,,false,5324.93,29695,13.31,16.36,1774571398
All Pools,NOCHILL - AVAX,,false,5026.37,77297,12.57,5.93,1774571398
All Pools,SOL - AVAX,,false,4825.17,437075,12.06,1.01,1774571398
All Pools,JPYC - USDC,,false,4665.17,34118,1.976,2.11,1774571398
All Pools,USDC.e - USDC,,false,4118.67,1985.06,0.85882,15.79,1774571398
All Pools,WETH.e - AVAX,,false,4089.06,465099,10.22,0.8,1774571398
All Pools,CPP - AVAX,,false,3723.48,39837,9.309,8.53,1774571398
All Pools,DAI.e - USDC,,false,3440.5,2408.11,0.77369,11.73,1774571398
All Pools,ALOT - AVAX,,false,3367.65,226881,8.419,1.35,1774571398
All Pools,FLD - AVAX,,false,3063.37,51736,7.658,5.4,1774571398
All Pools,XAVA - AVAX,,false,2972.45,2633.48,7.904,109.54,1774571398
All Pools,XSGD - USDC,,false,2725.63,12082,0.57615,1.74,1774571398
All Pools,USDC.e - O3,,false,2642.58,344622823,6.606,0,1774571398
All Pools,JOE - USDT.e,,false,2282.66,62010,5.707,3.36,1774571398
All Pools,savUSD - avUSD,,false,2241.53,8673375,0.44835,0.04,1774571398
